%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1528473243923143561,0,1528473243922741065,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473243944252094,0,1528473243943840723,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244003116373,0,1528473244002772628,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244063172883,0,1528473244062766213,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244121105660,0,1528473244120708151,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244143169200,0,1528473244142799400,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244202928253,0,1528473244202596656,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244260971480,0,1528473244260624487,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244283053252,0,1528473244282662428,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244341000657,0,1528473244340561362,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244363053061,0,1528473244362662017,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244422827345,0,1528473244422496209,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244480869178,0,1528473244480466898,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244502909966,0,1528473244502517925,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244562115980,0,1528473244561649793,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244582873246,0,1528473244582498334,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244641783928,0,1528473244641386739,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244699794769,0,1528473244699369301,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244722784075,0,1528473244722395607,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473244781846673,0,1528473244781409798,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
